#,date_time,temp,mV,pH,serial,brand,model,treatment,day
480,07/28/2023 17:50:00,34.55,-73.69,8.00,21657438,HOBO,HOBO pH,control,4
481,07/28/2023 18:00:00,34.44,-73.38,8.00,21657438,HOBO,HOBO pH,control,4
482,07/28/2023 18:10:00,34.33,-73.02,7.99,21657438,HOBO,HOBO pH,control,4
483,07/28/2023 18:20:00,34.20,-72.44,7.98,21657438,HOBO,HOBO pH,control,4
484,07/28/2023 18:30:00,34.07,-72.52,7.98,21657438,HOBO,HOBO pH,control,4
485,07/28/2023 18:40:00,33.89,-72.02,7.97,21657438,HOBO,HOBO pH,control,4
486,07/28/2023 18:50:00,33.70,-71.33,7.96,21657438,HOBO,HOBO pH,control,4
487,07/28/2023 19:00:00,33.57,-70.75,7.95,21657438,HOBO,HOBO pH,control,4
488,07/28/2023 19:10:00,33.50,-70.41,7.95,21657438,HOBO,HOBO pH,control,4
489,07/28/2023 19:20:00,33.31,-70.02,7.94,21657438,HOBO,HOBO pH,control,4
490,07/28/2023 19:30:00,33.18,-69.19,7.93,21657438,HOBO,HOBO pH,control,4
491,07/28/2023 19:40:00,33.11,-68.83,7.92,21657438,HOBO,HOBO pH,control,4
492,07/28/2023 19:50:00,32.98,-68.49,7.92,21657438,HOBO,HOBO pH,control,4
493,07/28/2023 20:00:00,32.90,-67.78,7.91,21657438,HOBO,HOBO pH,control,4
494,07/28/2023 20:10:00,32.79,-67.33,7.90,21657438,HOBO,HOBO pH,control,4
495,07/28/2023 20:20:00,32.72,-66.81,7.89,21657438,HOBO,HOBO pH,control,4
496,07/28/2023 20:30:00,32.66,-66.39,7.88,21657438,HOBO,HOBO pH,control,4
497,07/28/2023 20:40:00,32.64,-65.86,7.88,21657438,HOBO,HOBO pH,control,4
498,07/28/2023 20:50:00,32.56,-65.31,7.87,21657438,HOBO,HOBO pH,control,4
499,07/28/2023 21:00:00,32.54,-64.77,7.86,21657438,HOBO,HOBO pH,control,4
500,07/28/2023 21:10:00,32.54,-64.42,7.85,21657438,HOBO,HOBO pH,control,4
501,07/28/2023 21:20:00,32.51,-64.28,7.85,21657438,HOBO,HOBO pH,control,4
502,07/28/2023 21:30:00,32.48,-63.83,7.84,21657438,HOBO,HOBO pH,control,4
503,07/28/2023 21:40:00,32.43,-63.36,7.83,21657438,HOBO,HOBO pH,control,4
504,07/28/2023 21:50:00,32.43,-62.83,7.83,21657438,HOBO,HOBO pH,control,4
505,07/28/2023 22:00:00,32.41,-62.33,7.82,21657438,HOBO,HOBO pH,control,4
506,07/28/2023 22:10:00,32.38,-61.35,7.80,21657438,HOBO,HOBO pH,control,4
507,07/28/2023 22:20:00,32.36,-60.64,7.79,21657438,HOBO,HOBO pH,control,4
508,07/28/2023 22:30:00,32.36,-60.52,7.79,21657438,HOBO,HOBO pH,control,4
509,07/28/2023 22:40:00,32.41,-60.83,7.79,21657438,HOBO,HOBO pH,control,4
510,07/28/2023 22:50:00,32.41,-61.24,7.80,21657438,HOBO,HOBO pH,control,4
511,07/28/2023 23:00:00,32.43,-61.02,7.79,21657438,HOBO,HOBO pH,control,4
512,07/28/2023 23:10:00,32.48,-61.00,7.79,21657438,HOBO,HOBO pH,control,4
513,07/28/2023 23:20:00,32.64,-61.19,7.80,21657438,HOBO,HOBO pH,control,4
514,07/28/2023 23:30:00,32.72,-61.99,7.81,21657438,HOBO,HOBO pH,control,4
515,07/28/2023 23:40:00,32.72,-61.39,7.80,21657438,HOBO,HOBO pH,control,4
516,07/28/2023 23:50:00,32.66,-60.53,7.79,21657438,HOBO,HOBO pH,control,4
517,07/29/2023 00:00:00,32.72,-60.56,7.79,21657438,HOBO,HOBO pH,control,4
518,07/29/2023 00:10:00,32.82,-61.14,7.80,21657438,HOBO,HOBO pH,control,4
519,07/29/2023 00:20:00,32.77,-60.03,7.78,21657438,HOBO,HOBO pH,control,4
520,07/29/2023 00:30:00,32.79,-60.63,7.79,21657438,HOBO,HOBO pH,control,4
521,07/29/2023 00:40:00,32.82,-60.80,7.79,21657438,HOBO,HOBO pH,control,4
522,07/29/2023 00:50:00,32.95,-61.08,7.79,21657438,HOBO,HOBO pH,control,4
523,07/29/2023 01:00:00,33.11,-60.56,7.79,21657438,HOBO,HOBO pH,control,4
524,07/29/2023 01:10:00,33.00,-60.22,7.78,21657438,HOBO,HOBO pH,control,4
525,07/29/2023 01:20:00,33.03,-61.20,7.80,21657438,HOBO,HOBO pH,control,4
526,07/29/2023 01:30:00,33.03,-61.31,7.80,21657438,HOBO,HOBO pH,control,4
527,07/29/2023 01:40:00,33.05,-61.74,7.81,21657438,HOBO,HOBO pH,control,4
528,07/29/2023 01:50:00,33.08,-61.06,7.79,21657438,HOBO,HOBO pH,control,4
529,07/29/2023 02:00:00,33.16,-61.88,7.81,21657438,HOBO,HOBO pH,control,4
530,07/29/2023 02:10:00,33.39,-63.66,7.84,21657438,HOBO,HOBO pH,control,4
531,07/29/2023 02:20:00,33.29,-60.77,7.79,21657438,HOBO,HOBO pH,control,4
532,07/29/2023 02:30:00,33.18,-60.39,7.78,21657438,HOBO,HOBO pH,control,4
533,07/29/2023 02:40:00,33.13,-59.80,7.77,21657438,HOBO,HOBO pH,control,4
534,07/29/2023 02:50:00,33.05,-62.50,7.82,21657438,HOBO,HOBO pH,control,4
535,07/29/2023 03:00:00,33.03,-64.41,7.85,21657438,HOBO,HOBO pH,control,4
536,07/29/2023 03:10:00,33.08,-64.39,7.85,21657438,HOBO,HOBO pH,control,4
537,07/29/2023 03:20:00,33.18,-64.46,7.85,21657438,HOBO,HOBO pH,control,4
538,07/29/2023 03:30:00,33.18,-64.49,7.85,21657438,HOBO,HOBO pH,control,4
539,07/29/2023 03:40:00,33.13,-65.49,7.87,21657438,HOBO,HOBO pH,control,4
540,07/29/2023 03:50:00,33.13,-65.21,7.86,21657438,HOBO,HOBO pH,control,4
541,07/29/2023 04:00:00,33.16,-65.42,7.87,21657438,HOBO,HOBO pH,control,4
542,07/29/2023 04:10:00,33.13,-65.02,7.86,21657438,HOBO,HOBO pH,control,4
543,07/29/2023 04:20:00,33.03,-64.42,7.85,21657438,HOBO,HOBO pH,control,4
544,07/29/2023 04:30:00,32.98,-64.39,7.85,21657438,HOBO,HOBO pH,control,4
545,07/29/2023 04:40:00,32.72,-63.46,7.83,21657438,HOBO,HOBO pH,control,4
546,07/29/2023 04:50:00,32.61,-63.38,7.83,21657438,HOBO,HOBO pH,control,4
547,07/29/2023 05:00:00,32.48,-63.28,7.83,21657438,HOBO,HOBO pH,control,4
548,07/29/2023 05:10:00,32.28,-62.44,7.82,21657438,HOBO,HOBO pH,control,4
549,07/29/2023 05:20:00,32.15,-61.28,7.80,21657438,HOBO,HOBO pH,control,4
550,07/29/2023 05:30:00,32.02,-60.77,7.79,21657438,HOBO,HOBO pH,control,4
551,07/29/2023 05:40:00,31.87,-60.08,7.78,21657438,HOBO,HOBO pH,control,4
552,07/29/2023 05:50:00,31.77,-59.30,7.77,21657438,HOBO,HOBO pH,control,4
553,07/29/2023 06:00:00,31.64,-59.75,7.78,21657438,HOBO,HOBO pH,control,4
554,07/29/2023 06:10:00,31.56,-60.10,7.78,21657438,HOBO,HOBO pH,control,4
555,07/29/2023 06:20:00,31.46,-60.10,7.78,21657438,HOBO,HOBO pH,control,4
556,07/29/2023 06:30:00,31.38,-59.80,7.78,21657438,HOBO,HOBO pH,control,4
557,07/29/2023 06:40:00,31.20,-59.41,7.77,21657438,HOBO,HOBO pH,control,4
558,07/29/2023 06:50:00,31.10,-59.24,7.77,21657438,HOBO,HOBO pH,control,4
559,07/29/2023 07:00:00,31.03,-59.36,7.77,21657438,HOBO,HOBO pH,control,4
560,07/29/2023 07:10:00,30.95,-59.52,7.77,21657438,HOBO,HOBO pH,control,4
561,07/29/2023 07:20:00,30.90,-59.88,7.78,21657438,HOBO,HOBO pH,control,4
562,07/29/2023 07:30:00,30.90,-60.42,7.79,21657438,HOBO,HOBO pH,control,4
563,07/29/2023 07:40:00,30.92,-61.50,7.81,21657438,HOBO,HOBO pH,control,4
564,07/29/2023 07:50:00,30.98,-63.36,7.84,21657438,HOBO,HOBO pH,control,4
565,07/29/2023 08:00:00,31.03,-65.14,7.87,21657438,HOBO,HOBO pH,control,4
566,07/29/2023 08:10:00,31.10,-64.63,7.86,21657438,HOBO,HOBO pH,control,4
567,07/29/2023 08:20:00,31.15,-65.96,7.88,21657438,HOBO,HOBO pH,control,4
568,07/29/2023 08:30:00,31.26,-65.25,7.87,21657438,HOBO,HOBO pH,control,4
569,07/29/2023 08:40:00,31.36,-68.13,7.92,21657438,HOBO,HOBO pH,control,4
570,07/29/2023 08:50:00,31.48,-65.22,7.87,21657438,HOBO,HOBO pH,control,4
571,07/29/2023 09:00:00,31.64,-72.46,7.99,21657438,HOBO,HOBO pH,control,4
572,07/29/2023 09:10:00,31.84,-76.53,8.06,21657438,HOBO,HOBO pH,control,4
573,07/29/2023 09:20:00,31.89,-74.86,8.03,21657438,HOBO,HOBO pH,control,4
574,07/29/2023 09:30:00,32.23,-78.83,8.09,21657438,HOBO,HOBO pH,control,4
575,07/29/2023 09:40:00,32.46,-74.69,8.02,21657438,HOBO,HOBO pH,control,4
576,07/29/2023 09:50:00,32.69,-67.00,7.89,21657438,HOBO,HOBO pH,control,4
577,07/29/2023 10:00:00,32.90,-72.33,7.98,21657438,HOBO,HOBO pH,control,4
578,07/29/2023 10:10:00,32.51,132.47,4.55,21657438,HOBO,HOBO pH,control,4
579,07/29/2023 10:20:00,33.89,147.54,4.31,21657438,HOBO,HOBO pH,control,4
580,07/29/2023 10:30:00,34.18,160.02,4.10,21657438,HOBO,HOBO pH,control,4
581,07/29/2023 10:40:00,25.84,159.43,4.03,21657438,HOBO,HOBO pH,control,4
582,07/29/2023 10:50:00,23.47,159.85,4.00,21657438,HOBO,HOBO pH,control,4
583,07/29/2023 11:00:00,22.70,159.94,3.99,21657438,HOBO,HOBO pH,control,4
584,07/29/2023 11:10:00,22.39,159.65,3.99,21657438,HOBO,HOBO pH,control,4
585,07/29/2023 11:20:00,22.20,159.35,4.00,21657438,HOBO,HOBO pH,control,4
586,07/29/2023 11:30:00,22.03,159.02,4.00,21657438,HOBO,HOBO pH,control,4
587,07/29/2023 11:40:00,21.91,158.60,4.01,21657438,HOBO,HOBO pH,control,4
588,07/29/2023 11:50:00,21.82,158.24,4.01,21657438,HOBO,HOBO pH,control,4
589,07/29/2023 12:00:00,21.72,157.94,4.02,21657438,HOBO,HOBO pH,control,4
590,07/29/2023 12:10:00,21.68,157.68,4.02,21657438,HOBO,HOBO pH,control,4
591,07/29/2023 12:20:00,21.60,157.43,4.02,21657438,HOBO,HOBO pH,control,4
592,07/29/2023 12:30:00,21.53,157.19,4.03,21657438,HOBO,HOBO pH,control,4
593,07/29/2023 12:40:00,21.46,156.85,4.03,21657438,HOBO,HOBO pH,control,4
594,07/29/2023 12:50:00,21.39,156.58,4.04,21657438,HOBO,HOBO pH,control,4
595,07/29/2023 13:00:00,21.29,156.47,4.04,21657438,HOBO,HOBO pH,control,4
596,07/29/2023 13:10:00,21.25,156.36,4.04,21657438,HOBO,HOBO pH,control,4
597,07/29/2023 13:20:00,21.20,156.24,4.04,21657438,HOBO,HOBO pH,control,4
598,07/29/2023 13:30:00,21.15,156.10,4.04,21657438,HOBO,HOBO pH,control,4
599,07/29/2023 13:40:00,21.08,155.88,4.04,21657438,HOBO,HOBO pH,control,4
600,07/29/2023 13:50:00,21.03,155.77,4.05,21657438,HOBO,HOBO pH,control,4
601,07/29/2023 14:00:00,20.98,155.71,4.05,21657438,HOBO,HOBO pH,control,4
602,07/29/2023 14:10:00,20.94,155.77,4.05,21657438,HOBO,HOBO pH,control,4
603,07/29/2023 14:20:00,20.89,155.57,4.05,21657438,HOBO,HOBO pH,control,4
604,07/29/2023 14:30:00,20.86,155.47,4.05,21657438,HOBO,HOBO pH,control,4
605,07/29/2023 14:40:00,20.84,155.41,4.05,21657438,HOBO,HOBO pH,control,4
606,07/29/2023 14:50:00,20.82,155.24,4.05,21657438,HOBO,HOBO pH,control,4
607,07/29/2023 15:00:00,20.75,155.10,4.06,21657438,HOBO,HOBO pH,control,4
608,07/29/2023 15:10:00,20.70,155.05,4.06,21657438,HOBO,HOBO pH,control,4
609,07/29/2023 15:20:00,20.67,155.04,4.06,21657438,HOBO,HOBO pH,control,4
610,07/29/2023 15:30:00,20.65,155.00,4.06,21657438,HOBO,HOBO pH,control,4
611,07/29/2023 15:40:00,20.63,154.94,4.06,21657438,HOBO,HOBO pH,control,4
612,07/29/2023 15:50:00,20.63,154.88,4.06,21657438,HOBO,HOBO pH,control,4
613,07/29/2023 16:00:00,20.60,154.82,4.06,21657438,HOBO,HOBO pH,control,4
614,07/29/2023 16:10:00,20.58,154.74,4.06,21657438,HOBO,HOBO pH,control,4
615,07/29/2023 16:20:00,20.58,154.66,4.06,21657438,HOBO,HOBO pH,control,4
616,07/29/2023 16:30:00,20.56,154.57,4.06,21657438,HOBO,HOBO pH,control,4
617,07/29/2023 16:40:00,20.51,154.44,4.06,21657438,HOBO,HOBO pH,control,4
618,07/29/2023 16:50:00,20.46,154.40,4.06,21657438,HOBO,HOBO pH,control,4
619,07/29/2023 17:00:00,20.46,154.41,4.06,21657438,HOBO,HOBO pH,control,4
620,07/29/2023 17:10:00,20.44,154.36,4.07,21657438,HOBO,HOBO pH,control,4
621,07/29/2023 17:20:00,20.44,154.32,4.07,21657438,HOBO,HOBO pH,control,4
622,07/29/2023 17:30:00,20.44,154.29,4.07,21657438,HOBO,HOBO pH,control,4
623,07/29/2023 17:40:00,20.44,154.24,4.07,21657438,HOBO,HOBO pH,control,4
624,07/29/2023 17:50:00,20.44,154.16,4.07,21657438,HOBO,HOBO pH,control,4
625,07/29/2023 18:00:00,20.39,154.07,4.07,21657438,HOBO,HOBO pH,control,4
626,07/29/2023 18:10:00,20.36,153.99,4.07,21657438,HOBO,HOBO pH,control,4
627,07/29/2023 18:20:00,20.34,153.94,4.07,21657438,HOBO,HOBO pH,control,4
628,07/29/2023 18:30:00,20.34,153.94,4.07,21657438,HOBO,HOBO pH,control,4
629,07/29/2023 18:40:00,20.32,153.90,4.07,21657438,HOBO,HOBO pH,control,4
630,07/29/2023 18:50:00,20.32,153.86,4.07,21657438,HOBO,HOBO pH,control,4
631,07/29/2023 19:00:00,20.32,153.83,4.07,21657438,HOBO,HOBO pH,control,4
632,07/29/2023 19:10:00,20.32,153.79,4.07,21657438,HOBO,HOBO pH,control,4
633,07/29/2023 19:20:00,20.29,153.69,4.08,21657438,HOBO,HOBO pH,control,4
634,07/29/2023 19:30:00,20.27,153.61,4.08,21657438,HOBO,HOBO pH,control,4
635,07/29/2023 19:40:00,20.25,153.55,4.08,21657438,HOBO,HOBO pH,control,4
636,07/29/2023 19:50:00,20.25,153.55,4.08,21657438,HOBO,HOBO pH,control,4
637,07/29/2023 20:00:00,20.25,153.54,4.08,21657438,HOBO,HOBO pH,control,4
638,07/29/2023 20:10:00,20.22,153.50,4.08,21657438,HOBO,HOBO pH,control,4
639,07/29/2023 20:20:00,20.22,153.46,4.08,21657438,HOBO,HOBO pH,control,4
640,07/29/2023 20:30:00,20.22,153.43,4.08,21657438,HOBO,HOBO pH,control,4
641,07/29/2023 20:40:00,20.22,153.38,4.08,21657438,HOBO,HOBO pH,control,4
642,07/29/2023 20:50:00,20.20,153.30,4.08,21657438,HOBO,HOBO pH,control,4
643,07/29/2023 21:00:00,20.20,153.22,4.08,21657438,HOBO,HOBO pH,control,4
644,07/29/2023 21:10:00,20.17,153.19,4.08,21657438,HOBO,HOBO pH,control,4
645,07/29/2023 21:20:00,20.17,153.19,4.08,21657438,HOBO,HOBO pH,control,4
646,07/29/2023 21:30:00,20.17,153.16,4.08,21657438,HOBO,HOBO pH,control,4
647,07/29/2023 21:40:00,20.17,153.16,4.08,21657438,HOBO,HOBO pH,control,4
648,07/29/2023 21:50:00,20.17,153.11,4.08,21657438,HOBO,HOBO pH,control,4
649,07/29/2023 22:00:00,20.17,153.10,4.08,21657438,HOBO,HOBO pH,control,4
650,07/29/2023 22:10:00,20.17,153.04,4.09,21657438,HOBO,HOBO pH,control,4
651,07/29/2023 22:20:00,20.15,152.94,4.09,21657438,HOBO,HOBO pH,control,4
652,07/29/2023 22:30:00,20.13,152.90,4.09,21657438,HOBO,HOBO pH,control,4
653,07/29/2023 22:40:00,20.13,152.86,4.09,21657438,HOBO,HOBO pH,control,4
654,07/29/2023 22:50:00,20.13,152.86,4.09,21657438,HOBO,HOBO pH,control,4
655,07/29/2023 23:00:00,20.13,152.86,4.09,21657438,HOBO,HOBO pH,control,4
656,07/29/2023 23:10:00,20.13,152.83,4.09,21657438,HOBO,HOBO pH,control,4
657,07/29/2023 23:20:00,20.13,152.80,4.09,21657438,HOBO,HOBO pH,control,4
658,07/29/2023 23:30:00,20.13,152.77,4.09,21657438,HOBO,HOBO pH,control,4
659,07/29/2023 23:40:00,20.10,152.69,4.09,21657438,HOBO,HOBO pH,control,4
660,07/29/2023 23:50:00,20.08,152.61,4.09,21657438,HOBO,HOBO pH,control,4
661,07/30/2023 00:00:00,20.08,152.60,4.09,21657438,HOBO,HOBO pH,control,4
662,07/30/2023 00:10:00,20.08,152.63,4.09,21657438,HOBO,HOBO pH,control,4
663,07/30/2023 00:20:00,20.08,152.60,4.09,21657438,HOBO,HOBO pH,control,4
664,07/30/2023 00:30:00,20.08,152.61,4.09,21657438,HOBO,HOBO pH,control,4
665,07/30/2023 00:40:00,20.10,152.58,4.09,21657438,HOBO,HOBO pH,control,4
666,07/30/2023 00:50:00,20.10,152.57,4.09,21657438,HOBO,HOBO pH,control,4
667,07/30/2023 01:00:00,20.08,152.50,4.09,21657438,HOBO,HOBO pH,control,4
668,07/30/2023 01:10:00,20.08,152.46,4.09,21657438,HOBO,HOBO pH,control,4
669,07/30/2023 01:20:00,20.08,152.41,4.10,21657438,HOBO,HOBO pH,control,4
670,07/30/2023 01:30:00,20.08,152.46,4.09,21657438,HOBO,HOBO pH,control,4
671,07/30/2023 01:40:00,20.10,152.46,4.09,21657438,HOBO,HOBO pH,control,4
672,07/30/2023 01:50:00,20.10,152.43,4.10,21657438,HOBO,HOBO pH,control,4
673,07/30/2023 02:00:00,20.10,152.38,4.10,21657438,HOBO,HOBO pH,control,4
674,07/30/2023 02:10:00,20.08,152.32,4.10,21657438,HOBO,HOBO pH,control,4
675,07/30/2023 02:20:00,20.08,152.27,4.10,21657438,HOBO,HOBO pH,control,4
676,07/30/2023 02:30:00,20.10,152.30,4.10,21657438,HOBO,HOBO pH,control,4
677,07/30/2023 02:40:00,20.10,152.30,4.10,21657438,HOBO,HOBO pH,control,4
678,07/30/2023 02:50:00,20.13,152.29,4.10,21657438,HOBO,HOBO pH,control,4
679,07/30/2023 03:00:00,20.13,152.29,4.10,21657438,HOBO,HOBO pH,control,4
680,07/30/2023 03:10:00,20.15,152.25,4.10,21657438,HOBO,HOBO pH,control,4
681,07/30/2023 03:20:00,20.13,152.19,4.10,21657438,HOBO,HOBO pH,control,4
682,07/30/2023 03:30:00,20.13,152.15,4.10,21657438,HOBO,HOBO pH,control,4
683,07/30/2023 03:40:00,20.10,152.11,4.10,21657438,HOBO,HOBO pH,control,4
684,07/30/2023 03:50:00,20.10,152.10,4.10,21657438,HOBO,HOBO pH,control,4
685,07/30/2023 04:00:00,20.13,152.11,4.10,21657438,HOBO,HOBO pH,control,4
686,07/30/2023 04:10:00,20.13,152.13,4.10,21657438,HOBO,HOBO pH,control,4
687,07/30/2023 04:20:00,20.15,152.08,4.10,21657438,HOBO,HOBO pH,control,4
688,07/30/2023 04:30:00,20.15,152.10,4.10,21657438,HOBO,HOBO pH,control,4
689,07/30/2023 04:40:00,20.15,152.04,4.10,21657438,HOBO,HOBO pH,control,4
690,07/30/2023 04:50:00,20.13,151.96,4.10,21657438,HOBO,HOBO pH,control,4
691,07/30/2023 05:00:00,20.13,151.93,4.10,21657438,HOBO,HOBO pH,control,4
692,07/30/2023 05:10:00,20.13,151.94,4.10,21657438,HOBO,HOBO pH,control,4
693,07/30/2023 05:20:00,20.13,151.96,4.10,21657438,HOBO,HOBO pH,control,4
694,07/30/2023 05:30:00,20.15,151.97,4.10,21657438,HOBO,HOBO pH,control,4
695,07/30/2023 05:40:00,20.15,151.94,4.10,21657438,HOBO,HOBO pH,control,4
696,07/30/2023 05:50:00,20.15,151.93,4.10,21657438,HOBO,HOBO pH,control,4
697,07/30/2023 06:00:00,20.15,151.91,4.11,21657438,HOBO,HOBO pH,control,4
698,07/30/2023 06:10:00,20.13,151.82,4.11,21657438,HOBO,HOBO pH,control,4
699,07/30/2023 06:20:00,20.13,151.74,4.11,21657438,HOBO,HOBO pH,control,4
700,07/30/2023 06:30:00,20.10,151.80,4.11,21657438,HOBO,HOBO pH,control,4
701,07/30/2023 06:40:00,20.13,151.82,4.11,21657438,HOBO,HOBO pH,control,4
702,07/30/2023 06:50:00,20.13,151.82,4.11,21657438,HOBO,HOBO pH,control,4
703,07/30/2023 07:00:00,20.15,151.82,4.11,21657438,HOBO,HOBO pH,control,4
704,07/30/2023 07:10:00,20.15,151.80,4.11,21657438,HOBO,HOBO pH,control,4
705,07/30/2023 07:20:00,20.15,151.77,4.11,21657438,HOBO,HOBO pH,control,4
706,07/30/2023 07:30:00,20.13,151.69,4.11,21657438,HOBO,HOBO pH,control,4
707,07/30/2023 07:40:00,20.10,151.65,4.11,21657438,HOBO,HOBO pH,control,4
708,07/30/2023 07:50:00,20.10,151.65,4.11,21657438,HOBO,HOBO pH,control,4
709,07/30/2023 08:00:00,20.10,151.69,4.11,21657438,HOBO,HOBO pH,control,4
710,07/30/2023 08:10:00,20.13,151.69,4.11,21657438,HOBO,HOBO pH,control,4
711,07/30/2023 08:20:00,20.13,151.66,4.11,21657438,HOBO,HOBO pH,control,4
712,07/30/2023 08:30:00,20.13,151.68,4.11,21657438,HOBO,HOBO pH,control,4
713,07/30/2023 08:40:00,20.15,151.66,4.11,21657438,HOBO,HOBO pH,control,4
714,07/30/2023 08:50:00,20.13,151.58,4.11,21657438,HOBO,HOBO pH,control,4
715,07/30/2023 09:00:00,20.13,151.54,4.11,21657438,HOBO,HOBO pH,control,4
716,07/30/2023 09:10:00,20.10,151.41,4.11,21657438,HOBO,HOBO pH,control,4
717,07/30/2023 09:20:00,20.20,150.86,4.12,21657438,HOBO,HOBO pH,control,4
718,07/30/2023 09:30:00,20.15,150.93,4.12,21657438,HOBO,HOBO pH,control,4
719,07/30/2023 09:40:00,20.29,150.94,4.12,21657438,HOBO,HOBO pH,control,4
